user_description,name,wiki_description,perenual_data_text
"I'm looking for a large, hardy tree that can thrive in my yard, ideally one that offers nuts for local wildlife and has a unique, textured bark. I appreciate a plant that not only adds beauty to my landscape but also has historical significance and practical uses. While I'm aware that fruit production can vary, I'm excited about the potential benefits it could bring to my garden ecosystem.",shagbark hickory,"Carya ovata, the shagbark hickory, is a common hickory native to eastern North America, with two varieties. The trees can grow to quite a large size but are unreliable in their fruit output. The nut is consumed by wildlife and historically by Native Americans, who also used the wood.","The Shagbark Hickory Carya ovata is a truly remarkable tree. Its shaggy bark provides a unique and beautiful texture to the landscape, and its pecan-flavored nuts are highly sought after. Its rugged, long-lasting timber is suitable for many applications, including furniture, flooring and tool handles. In addition to its ornamental and utilitarian value, Shagbark Hickory is desirable for its hardiness and resistance to pests and disease. It is tolerant of various soil and weather conditions, and the tree blossoms with fall-colored foliage. This hearty species is definitely worth its weight in gold, and a great addition to any landscape. Common name: shagbark hickory Sunlight: full sun Soil: Sandy Loamy Clay Watering: Average Growth cycle: Perennial Origin: Eastern rth America Care level: Medium Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 70, 'max_value': 90, 'unit': 'feet' Attracts: Squirrels, Birds has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a long-lived tree that can thrive in eastern climates and offers strong, durable wood for various uses. It would be great if this tree has a straight growth habit and can provide excellent fuel wood as well. Additionally, I appreciate plants that can add character and longevity to my landscape.",mockernut,"Carya tomentosa, commonly known as mockernut hickory, mockernut, white hickory, whiteheart hickory, hognut, bullnut, is a species of tree in the walnut family Juglandaceae. The most abundant of the hickories, and common in the eastern half of the United States, it is long lived, sometimes reaching the age of 500 years. A straight-growing hickory, a high percentage of its wood is used for products where strength, hardness, and flexibility are needed. The wood makes excellent fuel wood, as well.","Mockernut Carya tomentosa is an amazing tree species with many wonderful qualities. It boasts smooth, grey bark, and leaves that turn yellow and orange in autumn. Mockernut trees produce an abundance of edible, pecan-like nuts, making them a great choice for wildlife enthusiasts and home gardeners. These trees are also incredibly hardy, and can survive in almost any soil condition. In addition, mockernut is known for its tolerance to drought and for having shallow roots that make it easy to transplant. Whether you're looking for a beautiful addition to your garden or a reliable nut source for wildlife, mockernut is the perfect tree for the job. leaves: green-yellow. stalk: green. branches: brown. trunk: brown Common name: mockernut Sunlight: Sun Soil: Sand, Loam Watering: Average Growth cycle: Perennial Origin: United States Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 60, 'max_value': 80, 'unit': 'feet' Attracts: Squirrels has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a slow-growing, long-lived tree that can add character to my yard. I appreciate strong, flexible wood for crafting, and I'd love a tree that produces sweet, edible nuts for both wildlife and my family to enjoy. Ideally, it should have a substantial size and be able to thrive in my garden while withstanding some insect challenges.",shellbark hickory,"Carya laciniosa, the shellbark hickory, in the Juglandaceae or walnut family is also called kingnut, big, bottom, thick, or western shellbark, attesting to some of its characteristics. It is a slow-growing, long-lived tree, hard to transplant because of its long taproot, and subject to insect damage. The nuts, largest of all hickory nuts, are sweet and edible. Wildlife and people harvest most of them; those remaining produce seedling trees readily. The wood is hard, heavy, strong, and very flexible, making it a favored wood for tool handles. A specimen tree has been reported in Missouri with 117 cm (46 in) diameter at breast height, 36.9 m tall, and a spread of 22.6 m.","Shellbark hickory Carya laciniosa is an incredible tree species that stands out among the hickory family. It is attractive in every season, boasting attractive green leaves in the spring with bright yellow fall foliage. The bark is rough but unique, with big ridges and a bright brown or gray coloring. It is also a great bee tree, providing excellent honey for beekeepers. Shellbark hickory is also noted for its incredibly tough wood, which is the reason it's become so popular for use in furniture, flooring, and even tools. It is a resilient species and is able to withstand drought, cold weather, and flooding. It is no wonder why Shellbark hickory has become so popular; it’s a gorgeous and reliable species with a multitude of uses. leaves: green. stalks: green Common name: shellbark hickory Sunlight: Full sun, part shade Soil: Sandy Loamy Clay Watering: Frequent Growth cycle: Perennial Origin: Eastern and central rth America Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 60, 'max_value': 80, 'unit': 'feet' Attracts: Squirrels, Bees Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a striking plant that adds a touch of mystery to my garden, something with deep, rich colors that can draw attention and spark intrigue. Ideally, it should have a unique presence, perhaps with a layered texture or interesting foliage that keeps me guessing and invites curiosity from visitors.",bluebeard,"""Bluebeard"" is a French folktale, the most famous surviving version of which was written by Charles Perrault and first published by Claude Barbin in Paris in 1697 in Histoires ou contes du temps passé. The tale is about a wealthy man in the habit of murdering his wives and the attempts of the present one to avoid the fate of her predecessors. ""The White Dove"", ""The Robber Bridegroom"", and ""Fitcher's Bird"" are tales similar to ""Bluebeard"". The notoriety of the tale is such that Merriam-Webster gives the word Bluebeard the definition of ""a man who marries and kills one wife after another"". The verb bluebearding has even appeared as a way to describe the crime of either killing a series of women, or seducing and abandoning a series of women.","Bluebeard Caryopteris incana 'DCARBEYBAR' BEYOND PINK'D is a remarkably beautiful plant species. It's bright, striking pink-purple foliage and its amazing arching clusters of bright blue flowers make it a standout in any garden. Its long-lasting blooms appear in late summer and make it a great choice for extending your floral display. Additionally, bluebeard has been proven to be a highly drought tolerant plant, requiring minimal water and effort to create a beautiful landscape. With its strong constitution and eye-catching color, this species is sure to be a delightful addition to any garden. Common name: bluebeard Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: China Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 2, 'max_value': 2.5, 'unit': 'feet' Attracts: Butterflies has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a unique tree that can bring a sense of magic and positivity to my garden. I want something that not only enhances the beauty of my outdoor space but also serves as a focal point for making wishes and offerings. Ideally, it should have a special presence that invites personal reflection and connection to nature.",wishing tree,"A wish tree is a tree, usually distinguished by species, location or appearance, which is used as an object of wishes and offerings. Such trees are identified as possessing a special religious or spiritual value. Postulants make votive offerings in hopes of having a wish granted, or a prayer answered, from a nature spirit, saint or goddess, depending on the local tradition.","The Wishing Tree Cassia bakeriana is an amazing species of tree with a unique charm. It grows up to 20 feet tall and yields bright yellow blooms and lush, dark green leaves. It's best known for its fragrant flowers with a sweet and spicy scent, often used in traditional medicines and perfumes. This tree is known to bring good luck and fortune, hence the name wishing tree. It is also easy to care for and can adapt to a variety of climates, making it a great choice for any garden. Its beauty endures all year round and can be enjoyed in any season. With its beauty, lucky appeal and easy care, the Wishing Tree is definitely a worthwhile addition to any garden. flowers: pink-white, creamy-white-pink. foliage: green. branches: brown. stamens: yellow. leaves: green. branch: brown. stem: brown. anthers: yellow. buds: pink Common name: wishing tree Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: Southeastern Asia Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 20, 'max_value': 30, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a stunning flowering tree that can add a tropical touch to my garden. Ideally, it should thrive in open spaces, grow tall, and produce vibrant blooms. Bonus points if it has unique pods that can be used for making sweet syrups or for their health benefits!",pink shower,"Cassia grandis, one of several species called pink shower tree, and known as carao in Spanish, is a flowering plant in the family Fabaceae, native to the neotropics, that grows up to 30 m (98 ft). The species is distributed from southern Mexico, to Venezuela and Ecuador. It grows in forests and open fields at lower elevations, and is known to be planted as an ornamental. In at least Costa Rica, its pods are stewed into a molasses-like syrup, taken as a sweetener and for its nutritional and medicinal effects, called Jarabe de Carao.","The pink shower Cassia nealiae 'Queen's Hospital White' is an amazing plant species for many reasons. t only does it burst with vibrant clusters of deep pink blossoms, but it can also reach as tall as fifteen feet in ideal conditions. It is an easy plant to maintain and its large, dense canopy provides a plethora of niches for wildlife to take shelter. Furthermore, it is an excellent source of nectar for both birds and bees, making it a great addition to any garden. Its lush green foliage is also an attractive addition to any landscape. The pink shower is an impressive plant species that's definitely worth looking into. It's the perfect way to liven up any environment. Common name: pink shower Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: India Care level: Medium Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 30, 'max_value': 50, 'unit': 'feet' Attracts: Butterflies has leaves. has flowers. has no fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a small, hardy shrub that thrives in cooler climates and can add a unique touch to my garden. I want something that can withstand the elements while bringing a charming aesthetic, perfect for a montane or Arctic-inspired landscape. Ideally, this plant should have an interesting story or mythology behind it to enhance its appeal.",cassiope,Cassiope is a genus of 18 small shrubby species in the family Ericaceae. It is the sole genus in the subfamily Cassiopoideae. They are native to the Arctic and north temperate montane regions. The genus is named after Cassiopeia of Greek mythology.,"Cassiope 'Randle Cooke' is an amazing plant species. Its foliage is a beautiful mix of blue, green, and silver, and it produces delicate white flowers throughout the summer. Its small, compact form makes it perfect for adding interest to rock gardens, borders, and mixed containers. Cassiope is drought-tolerant and deer-resistant, so it's ideal for gardens that don't get too much attention. With its gorgeous foliage and delicate flowers, you'll have an eye-catching addition to your garden that will look great all season. flowers: white, white-pink. leaves: green. stem: gray. foliage: green Common name: cassiope Sunlight: Full sun, part shade Watering: Frequent Growth cycle: Perennial Origin: Ethiopia Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 0.5, 'max_value': 0.75, 'unit': 'feet' has no leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
I’m looking for a resilient tree that thrives in a variety of conditions and can withstand common fungal diseases that affect many other trees. I want a plant that not only enhances the beauty of my garden but also offers delicious edible nuts. It would be great if this tree can adapt well to my local climate and provide shade as it grows.,Japanese chestnut,"Castanea crenata, the Japanese chestnut or Korean chestnut, is a species of chestnut native to Japan and Korea. Castanea crenata exhibits resistance to Phytophthora cinnamomi, the fungal pathogen that causes ink disease in several Castanea species. The mechanism of resistance of Castanea crenata to Phytophthora cinnamomi may derive from its expression of the Cast_Gnk2-like gene.","The Japanese chestnut Castanea crenata is a truly amazing plant species. It is native to East Asia and is fast growing and highly productive. The tree bears large, sweet chestnuts and is highly resistant to a range of diseases and pests. Its growth habit is asymmetrical with dark green foliage that turns red in autumn, making it a highly attractive addition to any landscape. Japanese chestnuts can tolerate sun or light shade and are drought tolerant, making them suitable for a wide range of climates. They are also early bearing, with good fat content, flavor, and a high-yield potential. Overall, the Japanese chestnut is a great choice for anyone who wants a beautiful and productive plant in their landscape. foliage: green-yellow. seeds: brown. stems: dark-brown Common name: Japanese chestnut Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: Japan Care level: Medium Maintenance: High Growth rate: Low Dimensions: 'type': ne, 'min_value': 30, 'max_value': 40, 'unit': 'feet' has leaves. has flowers. has fruits. drought tolerant. not salt tolerant. thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a large, fast-growing tree that thrives in a deciduous environment and can produce delicious, edible nuts. Ideally, I want something that will add beauty and character to my landscape while being a hardy addition that can flourish in a range of conditions. A tree that can create a stunning focal point and provide a tasty harvest would be perfect for my needs.",American chestnut,"The American chestnut is a large, fast-growing deciduous tree of the beech family native to eastern North America. As is true of all species in the genus Castanea, the American chestnut produces burred fruit with edible nuts. The American chestnut was once common in the Appalachian Mountain range and was a dominant species in the oak-chestnut forest region of its central and southern range.","The American chestnut Castanea dentata is an amazing species of tree for many reasons. It was once one of the most abundant trees in the Eastern United States, covering an estimated quarter of all forests. t only is this tree extraordinary for its historical range, it is also unbelievably fast-growing, up to ten feet per year, and when mature can reach a height of up to 120 feet. The American chestnut is recognizable by its shaggy bark and its fruits, which are edible nut-like ”chestnuts.” This tree is a vital source of food and shelter for wildlife and is considered an ”ecological keystone species” due to the significant role it plays in the regional ecosystem. The American chestnut is truly an iconic species and a sight to be admired. leaves: green. fruits: green. stem: brown. branches: brown. stalks: maroon Common name: American chestnut Sunlight: Full sun Soil: Sand Watering: Average Growth cycle: Perennial Origin: Eastern United States Maintenance: High Growth rate: Low Dimensions: 'type': ne, 'min_value': 50, 'max_value': 75, 'unit': 'feet' Attracts: Squirrels, Birds has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a medium-sized tree that adds beauty to my garden with creamy white flowers that have a hint of yellow. Ideally, it should have unique three-lobed leaves and produce slender, foot-long pods. I want something that blooms in the summer and can provide a lovely focal point without overwhelming my space.",Chinese catalpa,"Catalpa ovata, the yellow catalpa or Chinese catalpa, is a pod-bearing tree native to China. Compared to C. speciosa, it is much smaller, typically reaching heights between 20 and 30 feet. The inflorescences form 4–10-inch-long (100–250 mm) bunches of creamy white flowers with distinctly yellow tinging; individual flowers are about 1 inch (25 mm) wide. They bloom in July and August. The leaves are very similar in shape to those of Paulownia tomentosa, having three lobes, and are darkly green. Fruits are very narrow, foot-long pods.","The Chinese catalpa is an incredibly amazing species of tree. It is renowned for its huge white blooms that form cascades of large panicles of flower. Its light and airy foliage creates a beautiful canopy of shade and its wood is renowned for its strength, making it a popular choice for furniture. Its bark has remarkable medicinal properties and its pods have a distinct nutty flavor, making them popular among wildlife. The Chinese catalpa is a gorgeous tree with numerous uses, making it a truly incredible species. flowers: creamy-green. buds: green. leaves: green. branches: maroon-green Common name: Chinese catalpa Sunlight: full sun, part shade Watering: Frequent Growth cycle: Perennial Origin: China Care level: Medium Maintenance: Moderate Growth rate: High Dimensions: 'type': ne, 'min_value': 20, 'max_value': 30, 'unit': 'feet' Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. has edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a vibrant and colorful addition to my garden that can thrive in various conditions. Ideally, I want a plant that's not only visually striking but also attracts pollinators and brings a lively touch to my outdoor space. A hardy option that can flourish in both sunny and partially shaded areas would be perfect!",Indian paintbrush,"Indian Paintbrush may refer to:Indian Paintbrush (company), American film production company
Indian Paintbrush Book Award, award given annually to books nominated and voted on by children in Wyoming
Castilleja, a genus of annual and perennial herbaceous plants
Butterfly weed, North American milkweed
Hawkweed (Hieracium)","Indian paintbrush is an amazing plant species due to its vibrant colors and unique structure. The vibrant red and yellow flowering trends create an eye-catching display in its native habitat. Its delicate, hooded flowers are structured in such a way that it looks like each bloom has been dipped in paint - thus the name “paintbrush”. Its beauty is more than just ornamental though, and recent studies show that its fungal parasite influences flower color, attracting birds and other pollinators to visit. Its beauty and ability to adapt and thrive make it truly an incredible species. petals: orange-red. stems: green. leaves: green Common name: Indian paintbrush Sunlight: Sun Soil: Sandy Loamy Watering: Average Growth cycle: Herbaceous Perennial Origin: Western United States Care level: Medium Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 0.75, 'max_value': 1.5, 'unit': 'feet' Attracts: Hummingbirds Harvest season: Summer has leaves. has flowers. has fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a hardy tree that brings a unique charm to my landscape, ideally one that produces edible nuts. I want something that thrives in my region, has a beautiful canopy, and adds value to my garden while supporting local wildlife.",Ozark chinquapin,"Castanea ozarkensis, also known as the Ozark chinkapin, is a species of tree that is native to the United States. It is in the Castanea genus that includes chestnuts and types of chestnut known as chinkapins.","The Ozark chinquapin Castanea ozarkensis is an amazing species of tree native to the Ozark Mountains of Missouri and Arkansas. It is a deciduous species with bright green leaves and produces a sweet, delicious nut. The Ozark chinquapin is drought-tolerant and can easily survive in poor soils. It can reach up to 34 feet in height and is a very strong and long-lived tree, with specimens reported to be over 200 years old. The nut is popularly eaten raw, roasted or boiled, and also used as an ingredient in desserts, breads, and breakfast cereals. The Ozark Chinquapin is a marvel for its beauty and its bountiful assortments in and around the Ozarks. Common name: Ozark chinquapin Sunlight: Full sun Watering: Average Growth cycle: Perennial Origin: Southern central United States Care level: Medium Maintenance: High Growth rate: Low Dimensions: 'type': ne, 'min_value': 40, 'max_value': 60, 'unit': 'feet' Attracts: Birds Harvest season: Fall has leaves. has flowers. has fruits. not drought tolerant. salt tolerant. thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a vibrant and hardy flowering plant that can thrive in my garden while adding a pop of color. It would be great if this plant is not only beautiful but also has some medicinal benefits, making it a lovely addition both aesthetically and practically. I’d prefer something that can grow well in warmer climates and is easy to care for.",Madagascar periwinkle,"Catharanthus roseus, commonly known as bright eyes, Cape periwinkle, graveyard plant, Madagascar periwinkle, old maid, pink periwinkle, rose periwinkle, is a perennial species of flowering plant in the family Apocynaceae. It is native and endemic to Madagascar, but is grown elsewhere as an ornamental and medicinal plant, and now has a pantropical distribution. It is a source of the drugs vincristine and vinblastine, used to treat cancer. It was formerly included in the genus Vinca as Vinca rosea.","The Madagascar periwinkle Catharanthus roseus is a stunning flowering plant that is adored all around the world. Featuring dark green pointed leaves and of course, beautiful pink, white, and purple clusters of flowers, it's no wonder why this species has become such a garden favorite. Its sweet aroma and rich medicinal benefits have also earned it much admiration, making the Madagascar periwinkle an amazing addition to any garden. Its fast growing and low maintenance qualities help to make it an easy choice for gardeners all over. flowers: white, pink. anther: pink. leaves: green. stems: green. blooms: pink-white. stalk: green. foliage: green Common name: Madagascar periwinkle Sunlight: full sun, part shade Watering: Average Growth cycle: Herbaceous Perennial Origin: Madagascar Care level: Medium Maintenance: Low Growth rate: High Dimensions: 'type': ne, 'min_value': 0.5, 'max_value': 1.5, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. poisonous to pets."
"I'm looking for a vibrant perennial plant that offers stunning blue-purple or white flowers to brighten up my garden. I want something with a lovely rosette of greyish-green leaves that can thrive well and add charm, especially for dried flower arrangements. This plant should be easy to care for and bring a touch of color throughout the growing season.",cupid's dart,"Catananche caerulea, or Cupid's dart, is a greyish green perennial herbaceous plant with a basal leaf rosette and conspicuous blue-purple or sometimes white flowerheads, belonging to the daisy family. It is a popular garden plant and is often used in dried flower arrangements.","Cupid's Dart is a stunning and vibrant flowering plant that is native to Europe and parts of rth African. It has blue or purple flowers that are star-shaped and have white or yellow centers. The plant blooms from May to August, bringing bright colors to otherwise dry areas. Cupid's Dart is a hardy and low maintenance plant that is easy to propagate, making it a great starter plant for beginner gardeners. Its spectacular color makes it an attractive addition to flower beds and borders, while providing a pleasing aroma to passerbys. Its ability to tolerate drought and thrive in both sun and shade make it versatile, and it is low enough to used for ground cover. Cupid's Dart is an amazing plant that will make your garden stand out! petals: violet-blue. stamens: dark-purple. stalks: green. flowers: blue. leaves: green Common name: cupid's dart Sunlight: Full sun Watering: Average Growth cycle: Herbaceous Perennial Origin: Southwestern Europe Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 1, 'max_value': 2, 'unit': 'feet' Attracts: Butterflies has leaves. has flowers. has no fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a stunning tree that can thrive in warm, tropical environments, perfect for adding a touch of exotic beauty to my garden. Ideally, it should flourish in areas with plenty of sunlight and offer lush foliage, making it a beautiful focal point in my outdoor space.",cavanillesia,Cavanillesia is a genus of trees in the family Malvaceae. It is native to Panama and tropical South America.,"Cavanillesia platanifolia, commonly known as Caribbean Royal Palm, is a true delight to behold. Its striking form and colors are sure to capture the attention of any passerby. The fan-like foliage is a deep-green hue with an impressive brown and white striped pattern. It has glossy leaflets that enhance the beauty of its overall appearance. The tall trunks are ringed with persistent leaf scars adding to its majesty. Its majestic form creates a natural canopy producing adequate shade for any garden. Despite its size, it grows at a good rate and is very versatile to tropical climates. Cavanillesia platanifolia is definitely a standout in any outdoor location. leaves: green. stem: gray. trunk: gray. bark: gray Common name: cavanillesia Sunlight: full sun Watering: Average Growth cycle: Perennial Origin: Colombia, Ecuador, Panamá, Peru Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 40, 'max_value': 150, 'unit': 'feet' Attracts: Birds has leaves. has flowers. has no fruits. not drought tolerant. salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a unique perennial plant that thrives in cooler forest areas, perfect for adding a touch of elegance to my garden. I want something that not only blooms beautifully but can also withstand high-altitude conditions, making it a standout choice among more common ornamental plants. Ideal for a serene outdoor space, this plant will bring a tropical feel without the typical heat.",cautleya,"Cautleya is a small genus of perennial plants of the family Zingiberaceae, found in the eastern Himalayas through to China and Vietnam. It consists of two species of high-altitude tropical and temperate plants, native to cool forest areas – an unusual habitat for members of the Zingiberaceae. They are grown as ornamental flowering plants.","Cautleya gracilis, more commonly known as the Himalayan ginger lily, is an awe-inspiring plant species native to rthern India. It is an exceptional bulbous perennial, with brilliant purple-red flower heads that consist of 3–8 petals, making for a magnificent display. Its hardy foliage and stunning colour gradient of its vibrant inflorescence adds a unique and vibrant pop of colour to any garden or balcony. The thick stems of the Himalayan ginger lily reach up to 2m in height, displaying a breathtaking variety of displays, and it can tolerate a range of temperatures and moisture levels. Its fragrant scent and attractive exterior undoubtedly make it one of the most amazing plants in existence. Common name: cautleya Sunlight: Part shade Watering: Frequent Growth cycle: Herbaceous Perennial Origin: Southeast Asia Care level: Medium Maintenance: Moderate Growth rate: Low Dimensions: 'type': ne, 'min_value': 1, 'max_value': 2.5, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a hardy shrub that can thrive in my garden and offers beautiful foliage. I’d love something that not only adds visual interest but also has a unique history, perhaps even serving as a natural tea substitute. A plant with these traits would be perfect for adding both charm and functionality to my outdoor space.",New Jersey tea,"Ceanothus americanus is a species of Ceanothus shrub native to North America. Common names include New Jersey tea, Jersey tea ceanothus, variations of red root, mountain sweet, and wild snowball. New Jersey tea was a name coined during the American Revolution, because its leaves were used as a substitute for imported tea.","New Jersey tea Ceanothus americanus is an amazing native plant species that grows throughout the eastern United States. It features beautiful white blossoms that make it an attractive addition to any garden, as well as its sweet smell. It is a hardy plant, so it can survive even in the driest of conditions. It is an excellent low maintenance plant, making it a great choice for even the novice gardener. It's also known to be a great source of nectar for birds and other insects. The leaves of the New Jersey tea are known to be high in antioxidants, making it a great addition to teas, wines, and medicinal products. The bark can be used to make a tea as well. All in all, New Jersey tea is an amazing plant that provides great benefits to both people and the environment. flowers: white. leaves: green. stalk: green Common name: New Jersey tea Sunlight: Sun, Partial Shade Soil: Sandy Loamy Rocky Watering: Minimum Growth cycle: Perennial Origin: Eastern and central rth America Care level: Medium Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 3, 'max_value': 4, 'unit': 'feet' Attracts: Hummingbirds, Butterflies Harvest season: Summer has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a majestic evergreen tree that can stand the test of time and bring a touch of history to my garden. I want something that not only adds beauty with its impressive height but also has durable wood and a rich cultural significance. Ideally, this tree would serve as a stunning focal point in my landscape and thrive in a sunny spot.",cedar of Lebanon,"Cedrus libani, commonly known as cedar of Lebanon, Lebanon cedar, or Lebanese cedar, is a species of large evergreen conifer in the genus Cedrus, which belongs to the pine family and is native to the mountains of the Eastern Mediterranean basin. Known for its longevity, height, and durable wood, it has held profound significance for millennia. The tree features in ancient Mesopotamian and Israelite literature, notably in the Hebrew Bible, according to which the tree was used in the construction of the Jerusalem Temple by Solomon, who received the trees from Hiram of Tyre. Today, it is the national emblem of Lebanon and is widely used as an ornamental tree in parks and gardens.","The Cedar of Lebanon is an impressive and majestic tree found high in the mountains of the Middle East. It has amazing beauty with its silver-gray bark, reddish-brown branches, and dark green to blue needles. It is able to survive in the most challenging of climates with temperatures ranging from -30°C to 50°C. The wood of the Cedar of Lebanon is highly prized and often used for crafting high-end furniture, doors, and even guitars. Its way of propagating by means of root sprouts makes it an excellent choice for creating a beautiful grove on a property. Its majesty and longevity have historically been seen as a symbol of strength. Common name: cedar of Lebanon Sunlight: Full sun Soil: Rocky , gravelly , dry Watering: Average Growth cycle: Perennial Origin: Southwestern Asia, Syria Maintenance: Moderate Growth rate: Low Dimensions: 'type': 'Height', 'min_value': 50, 'max_value': 50, 'unit': 'feet' has leaves. has flowers. has no fruits. drought tolerant. salt tolerant. thorny. no edible fruit. has medicinal uses. not poisonous to humans. not poisonous to pets."
"I’m looking for a versatile shrub or small tree that can add beautiful color and interest to my garden while also contributing to soil health. Ideally, it should be a resilient plant that can thrive in various conditions and attract pollinators with its vibrant blooms. Bonus points if it requires minimal maintenance and enhances the natural landscape!",California lilac,"Ceanothus is a genus of about 50–60 species of nitrogen-fixing shrubs and small trees in the buckthorn family (Rhamnaceae). Common names for members of this genus are buckbrush, California lilac, soap bush, or just ceanothus. ""Ceanothus"" comes from Ancient Greek: κεάνωθος (keánōthos), which was applied by Theophrastus to an Old World plant believed to be Cirsium arvense.","California lilac Ceanothus pallidus 'Minmari' MARIE BLEU is an incredibly unique and beautiful shrub. It exudes colorful, fragrant blooms of deep blue-violet throughout the warmer months of the year. This deciduous evergreen is also drought-tolerant and provides a wonderful source of color and texture in any landscape. The rich foliage of Marie Bleu is an inviting shade of blue-green and pairs perfectly with other shrubs and small trees. Its strong growth and quick rate make it an ideal choice for erosion control, ground-cover or privacy screens. This amazing plant is sure to be the star of any yard and provide enjoyment for all. flowers: light-blue. anther: white. stems: brown Common name: California lilac Sunlight: Full sun Watering: Minimum Growth cycle: Perennial Origin: United States Maintenance: Low Growth rate: Low Dimensions: 'type': ne, 'min_value': 2, 'max_value': 3, 'unit': 'feet' Attracts: Butterflies has leaves. has flowers. has no fruits. not drought tolerant. not salt tolerant. not thorny. no edible fruit. no known medicinal uses. not poisonous to humans. not poisonous to pets."
"I'm looking for a vigorous woody vine that can add a touch of charm to my garden. I want something that can climb and spread, featuring beautiful round leaves and vibrant colors that will stand out in any landscape. Ideally, this plant should be hardy and adaptable, making it perfect for various growing conditions.",oriental bittersweet,"Celastrus orbiculatus is a woody vine of the family Celastraceae. It is commonly called Oriental bittersweet, as well as Chinese bittersweet, Asian bittersweet, round-leaved bittersweet, and Asiatic bittersweet.","Oriental bittersweet is an amazing plant species that can help to add vibrancy and beauty to any garden or outdoor space. Its striking yellow-orange fruits are perfect for creating bright pops of colour amongst other greenery, plus they'll attract birds and other wildlife too! The hardy vine is easy to grow and can reach several meters in length, providing excellent coverage. It is also an excellent choice for a privacy screen because of its dense foliage. Oriental bittersweet can be hard to maintain, though, and can spread aggressively. However, its unique beauty and vibrant energy makes it well worth the effort. fruits: orange-red. branches: brown, gray-brown. berries: orange-red. leaves: yellow-green Common name: oriental bittersweet Sunlight: Sun, Partial Shade Soil: Clay, Sand, Loam Watering: Average Growth cycle: Perennial Origin: China, Japan Care level: Medium Maintenance: High Growth rate: High Dimensions: 'type': ne, 'min_value': 30, 'max_value': 60, 'unit': 'feet' Attracts: Birds Harvest season: Fall has leaves. has flowers. has fruits. drought tolerant. salt tolerant. not thorny. no edible fruit. has medicinal uses. not poisonous to humans. poisonous to pets."
