scientific_name,common_name,description,plant_anatomy,sunlight,soil,leaf,flowers,fruits,watering,cycle,origin,care_level,maintenance,growth_rate,text
"[""Athyrium filix-femina 'Veroniae Cristatum'""]",lady fern,"The Lady Fern is an evergreen perennial which is one of the most popular ferns due to its delicate fronds and attractive foliage. It grows in a bright, arching form which adds texture and livens up any garden. It thrives in part to full shade, is low-maintenance and makes for a great ground cover. The variegated 'Veroniae Cristatum' variety is especially stunning with bold sienna red fronds highlighted with creamy-colored edges. It will brighten up a garden while providing diversity of texture and color. A must-have for gardeners!",,"['Partial Shade', ' Shade']","['Bog', ' Humus rich']",True,True,True,Average,Perennial,['Northern temperate regions'],Medium,Low,High,"The Lady Fern is an evergreen perennial which is one of the most popular ferns due to its delicate fronds and attractive foliage. It grows in a bright, arching form which adds texture and livens up any garden. It thrives in part to full shade, is low-maintenance and makes for a great ground cover. The variegated 'Veroniae Cristatum' variety is especially stunning with bold sienna red fronds highlighted with creamy-colored edges. It will brighten up a garden while providing diversity of texture and color. A must-have for gardeners! [] ['Partial Shade', ' Shade'] ['Bog', ' Humus rich'] True True True Average Perennial ['Northern temperate regions'] Medium Low High"
"[""Athyrium filix-femina 'Victoriae'""]",lady fern,"The Lady Fern (Athyrium filix-femina 'Victoriae') is a hardy and graceful plant with an amazing variety of form and texture. Its lacy fronds come in a range of sizes, depending on the variety. It is a fast-growing deciduous fern that can reach up to three feet tall and wide, boasting a glossy green foliage in its youth and changing to a handsome bronze in its mature state. Its fronds are extremely long-lasting, withstanding even the toughest climates. It's evergreen throughout the year, further improving its appearance and adding interest to the landscape. The Lady Fern is an excellent addition to any garden, as it is both low maintenance and exceptionally striking.",,"['Partial Shade', ' Shade']","['Bog', ' Humus rich']",True,True,True,Average,Perennial,['Northern temperate regions'],Moderate,Low,High,"The Lady Fern (Athyrium filix-femina 'Victoriae') is a hardy and graceful plant with an amazing variety of form and texture. Its lacy fronds come in a range of sizes, depending on the variety. It is a fast-growing deciduous fern that can reach up to three feet tall and wide, boasting a glossy green foliage in its youth and changing to a handsome bronze in its mature state. Its fronds are extremely long-lasting, withstanding even the toughest climates. It's evergreen throughout the year, further improving its appearance and adding interest to the landscape. The Lady Fern is an excellent addition to any garden, as it is both low maintenance and exceptionally striking. [] ['Partial Shade', ' Shade'] ['Bog', ' Humus rich'] True True True Average Perennial ['Northern temperate regions'] Moderate Low High"
"[""Athyrium 'Ghost'""]",lady fern,"The Lady Fern (Athyrium 'Ghost') is a stunning and hardy fern that is sure to be a showstopper in any garden. Its beautifully graceful fronds are a soft ghostly grey-green and reach up to 2 feet tall. It is an evergreen with burgundy stems and a light airy texture that provides graceful contrast to other plants in the garden. A great addition for any shady area, it's an ideal backdrop for vibrant blooms and will remain attractive year-round. Plus, it's easy to grow and low maintenance- requiring minimal attention. The Lady Fern is the perfect addition for the magical and mystical look of any garden!",,"['Part shade', 'full shade']",,True,True,False,Average,Perennial,"['Japan', 'China', 'Korea', 'Taiwan']",,Low,Low,"The Lady Fern (Athyrium 'Ghost') is a stunning and hardy fern that is sure to be a showstopper in any garden. Its beautifully graceful fronds are a soft ghostly grey-green and reach up to 2 feet tall. It is an evergreen with burgundy stems and a light airy texture that provides graceful contrast to other plants in the garden. A great addition for any shady area, it's an ideal backdrop for vibrant blooms and will remain attractive year-round. Plus, it's easy to grow and low maintenance- requiring minimal attention. The Lady Fern is the perfect addition for the magical and mystical look of any garden! [] ['Part shade', 'full shade'] [] True True False Average Perennial ['Japan', 'China', 'Korea', 'Taiwan'] Low Low"
"[""Athyrium niponicum 'Crested Surf'""]",Japanese painted fern,"The Japanese painted fern (Athyrium niponicum 'Crested Surf') is a stunning and low-maintenance plant. It is a deciduous fern that can survive in a wide range of temperatures, meaning it is perfect for gardens and patio gardens alike. The foliage is eye-catching with its crested, silver and green fronds that are peppered with rusty brown markings - the combination of colors adding up to the remarkable impact of the plant. It is known to be disease and pest free, making it easy to grow and maintain. Additionally, this variety of fern is easy to propagate from spores so you can enjoy it for many years to come.",,"['Part shade', 'full shade']",,True,True,False,Average,Perennial,['Japan'],Medium,Low,Low,"The Japanese painted fern (Athyrium niponicum 'Crested Surf') is a stunning and low-maintenance plant. It is a deciduous fern that can survive in a wide range of temperatures, meaning it is perfect for gardens and patio gardens alike. The foliage is eye-catching with its crested, silver and green fronds that are peppered with rusty brown markings - the combination of colors adding up to the remarkable impact of the plant. It is known to be disease and pest free, making it easy to grow and maintain. Additionally, this variety of fern is easy to propagate from spores so you can enjoy it for many years to come. [] ['Part shade', 'full shade'] [] True True False Average Perennial ['Japan'] Medium Low Low"
['Athyrium niponicum var. niponicum'],painted lady fern,"The Painted Lady Fern is an amazing plant species to add to any garden or home. Its beautiful, delicate green foliage is streaked with creamy-silver stripes. With an average height of 30-40cm, it is an eye-catching evergreen perennial. It's strong yet graceful stems with spiraling fronds make it a commanding addition to any landscape, and requires minimal maintenance. This hardy fern thrives in moist, acidic soils with part shade to full shade. As an added bonus, it is deer resistant and provides a rosette of foliage throughout the year in cooler climates. With its charmingly eye-catching colouring, it's no wonder why the Painted Lady fern is often considered to be a true garden gem!","[{'part': 'fronds', 'color': ['silver-gray', 'gray-green-purple', 'grey-green-purple']}, {'part': 'midribs', 'color': ['purple']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['purple']}, {'part': 'stems', 'color': ['purple']}]","['Part shade', 'full shade']",,True,True,False,Average,Perennial,['Eastern Asia'],Medium,Low,Low,"The Painted Lady Fern is an amazing plant species to add to any garden or home. Its beautiful, delicate green foliage is streaked with creamy-silver stripes. With an average height of 30-40cm, it is an eye-catching evergreen perennial. It's strong yet graceful stems with spiraling fronds make it a commanding addition to any landscape, and requires minimal maintenance. This hardy fern thrives in moist, acidic soils with part shade to full shade. As an added bonus, it is deer resistant and provides a rosette of foliage throughout the year in cooler climates. With its charmingly eye-catching colouring, it's no wonder why the Painted Lady fern is often considered to be a true garden gem! [{'part': 'fronds', 'color': ['silver-gray', 'gray-green-purple', 'grey-green-purple']}, {'part': 'midribs', 'color': ['purple']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['purple']}, {'part': 'stems', 'color': ['purple']}] ['Part shade', 'full shade'] [] True True False Average Perennial ['Eastern Asia'] Medium Low Low"
['Athyrium niponicum var. pictum'],Japanese painted fern,"The Japanese Painted Fern is an amazing species of fern that stands out with its yellow fronds that are beautifully accented with green and silver markings. This plant can bring life to any garden with its elegant and delicate look and its ability to thrive in both well-drained soils and shady spots. It is an excellent choice of fern to help create interesting texture in garden beds and it's quite disease and pest resistant. The Japanese Painted Fern is a stunning addition to any landscape, with its delicate fronds swaying in the breeze and its eye-catching yellow and silver coloring.","[{'part': 'fronds', 'color': ['grey-green-purple']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['purple']}]","['deep shade', 'filtered shade', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese Painted Fern is an amazing species of fern that stands out with its yellow fronds that are beautifully accented with green and silver markings. This plant can bring life to any garden with its elegant and delicate look and its ability to thrive in both well-drained soils and shady spots. It is an excellent choice of fern to help create interesting texture in garden beds and it's quite disease and pest resistant. The Japanese Painted Fern is a stunning addition to any landscape, with its delicate fronds swaying in the breeze and its eye-catching yellow and silver coloring. [{'part': 'fronds', 'color': ['grey-green-purple']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['purple']}] ['deep shade', 'filtered shade', 'part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Apple Court'""]",Japanese painted fern,"The Japanese Painted Fern is a stunning foliage plant that is sure to draw attention to any space. Its beautiful silvery-green fronds are filled with delicate white veins that stand out in dramatic contrast. Its fronds also feature shades of pink and burgundy, adding a subtle hint of color. With its vivid colors, intricate patterning and elegant frond shape, this fern is sure to be a stand-out statement in any garden or terrarium. It's a great choice for both expert and beginner gardeners alike.",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese Painted Fern is a stunning foliage plant that is sure to draw attention to any space. Its beautiful silvery-green fronds are filled with delicate white veins that stand out in dramatic contrast. Its fronds also feature shades of pink and burgundy, adding a subtle hint of color. With its vivid colors, intricate patterning and elegant frond shape, this fern is sure to be a stand-out statement in any garden or terrarium. It's a great choice for both expert and beginner gardeners alike. [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Burgundy Lace'""]",Japanese painted fern,"The Japanese painted fern is an amazing plant species with its striking leaves of white and burgundy with striking silvery-blue undersides. Its feathery foliage adds texture to the landscape and its growth is easy to maintain, making it a beautiful addition to your garden or indoor home. Its hardiness and availability in a variety of colors, combined with its graceful arching fronds, make it a great choice for foundation plantings and low maintenance gardens. The 'Burgundy Lace' variety adds a bold pop of color and draws the eye, making it a great option for those looking to add a touch of drama to their garden.",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese painted fern is an amazing plant species with its striking leaves of white and burgundy with striking silvery-blue undersides. Its feathery foliage adds texture to the landscape and its growth is easy to maintain, making it a beautiful addition to your garden or indoor home. Its hardiness and availability in a variety of colors, combined with its graceful arching fronds, make it a great choice for foundation plantings and low maintenance gardens. The 'Burgundy Lace' variety adds a bold pop of color and draws the eye, making it a great option for those looking to add a touch of drama to their garden. [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Metallicum'""]",Japanese painted fern,"The Japanese painted fern (Athyrium niponicum var. pictum 'Metallicum') is an amazing plant owing to its distinct metallic silver stripes that adorn its feathery, triangular fronds. The contrast of striking silver with deep green leaves make it a captivating accent to any garden or home. It is an easy-care fern that prefers moist, well-drained soil and partial to full shade. The fronds grow to be 12 inches wide and 24inches in length and are ideal for under-planting larger flowering shrubs. It's an extremely versatile plant that adds an exotic touch to any home or garden.",,"['deep shade', 'filtered shade', 'part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese painted fern (Athyrium niponicum var. pictum 'Metallicum') is an amazing plant owing to its distinct metallic silver stripes that adorn its feathery, triangular fronds. The contrast of striking silver with deep green leaves make it a captivating accent to any garden or home. It is an easy-care fern that prefers moist, well-drained soil and partial to full shade. The fronds grow to be 12 inches wide and 24inches in length and are ideal for under-planting larger flowering shrubs. It's an extremely versatile plant that adds an exotic touch to any home or garden. [] ['deep shade', 'filtered shade', 'part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Pewter Lace'""]",Japanese painted fern,"Japanese painted ferns (Athyrium niponicum var. pictum 'Pewter Lace') are an amazing species of fern, boasting silver fronds and painting-like streaks of red, pink, and brown across their leaves. They are a low-maintenance species, doing best in partial shade or dappled light, and are perfect for adding a pop of color and texture to any garden. They look BEST when given a compost-based rich soil and kept moist through regular watering. These ferns can reach up to one foot tall and wide, bringing elegance and style to any home or landscape!",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"Japanese painted ferns (Athyrium niponicum var. pictum 'Pewter Lace') are an amazing species of fern, boasting silver fronds and painting-like streaks of red, pink, and brown across their leaves. They are a low-maintenance species, doing best in partial shade or dappled light, and are perfect for adding a pop of color and texture to any garden. They look BEST when given a compost-based rich soil and kept moist through regular watering. These ferns can reach up to one foot tall and wide, bringing elegance and style to any home or landscape! [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Red Beauty'""]",Japanese painted fern,"The Japanese painted fern (Athyrium niponicum var. pictum 'Red Beauty') is an amazing plant species. The fronds of the fern feature a deep purple color with burgundy veins, and a silver midrib. This stunning contrast makes this fern a beautiful and eye-catching addition to any garden. Additionally, it's easy to maintain, requiring low to medium light and occasional watering. It tolerates less than ideal conditions, making it ideal even for novice gardeners. It also grows quickly, becoming larger and spreading wider with time. The Japanese painted fern is the perfect plant for adding a unique and stunning pop of color to any garden.",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese painted fern (Athyrium niponicum var. pictum 'Red Beauty') is an amazing plant species. The fronds of the fern feature a deep purple color with burgundy veins, and a silver midrib. This stunning contrast makes this fern a beautiful and eye-catching addition to any garden. Additionally, it's easy to maintain, requiring low to medium light and occasional watering. It tolerates less than ideal conditions, making it ideal even for novice gardeners. It also grows quickly, becoming larger and spreading wider with time. The Japanese painted fern is the perfect plant for adding a unique and stunning pop of color to any garden. [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Silver Falls'""]",Japanese painted fern,"Japanese painted fern is a unique and beautiful fern, known for its vivid and stunning red-purple fronds. Its common name comes from the silvery mottled pattern it has on its leaves, making it look like it has been painted on! Its low, prostrate habit combines well with other plants, both in the garden and in containers. Its adaptable nature means it will tolerate both moist and dry conditions and wide ranges of temperatures. Its foliage also changes seasonally, adding an ever-changing beauty to the landscape. A dynamic and attractive part of the garden, Japanese painted fern is an amazing plant.",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"Japanese painted fern is a unique and beautiful fern, known for its vivid and stunning red-purple fronds. Its common name comes from the silvery mottled pattern it has on its leaves, making it look like it has been painted on! Its low, prostrate habit combines well with other plants, both in the garden and in containers. Its adaptable nature means it will tolerate both moist and dry conditions and wide ranges of temperatures. Its foliage also changes seasonally, adding an ever-changing beauty to the landscape. A dynamic and attractive part of the garden, Japanese painted fern is an amazing plant. [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Ursula's Red'""]",Japanese painted fern,"The Japanese Painted Fern (Athyrium niponicum var. pictum 'Ursula's Red') is an amazing fern that adds a magical pop of color to any garden. Its deep purple-red fronds are adorned with dainty, dusty-gray painted striping for an added charming touch. It flourishes best in shady spots such as beneath a shade tree and requires minimal maintenance to stay healthy. As an added bonus — new fronds will emerge bronzy-red in color and then slowly mature to a deep purple making for a captivating display. It is perfect for adding a special touch to any garden or outdoor space.",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese Painted Fern (Athyrium niponicum var. pictum 'Ursula's Red') is an amazing fern that adds a magical pop of color to any garden. Its deep purple-red fronds are adorned with dainty, dusty-gray painted striping for an added charming touch. It flourishes best in shady spots such as beneath a shade tree and requires minimal maintenance to stay healthy. As an added bonus — new fronds will emerge bronzy-red in color and then slowly mature to a deep purple making for a captivating display. It is perfect for adding a special touch to any garden or outdoor space. [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium niponicum var. pictum 'Wildwood Twist'""]",Japanese painted fern,"The Japanese painted fern is an amazing plant species with its delicate foliage and unique color pattern. Its tissue-thin leaflets are beautifully adorned with vivid silver and burgundy hues over a bed of deep green. The 'Wildwood Twist' variety is a standout among painted ferns, with loops and curls that add texture and dimension to any space. Plus, the Japanese painted fern is easy to care for and doesn't require a lot of water or attention. Its feather-like foliage is a unique addition to any home and is sure to impress.",,"['Deep shade', ' Filtered shade', ' Part sun/part shade']","['Humus rich', ' Well-drained']",True,True,True,Average,Perennial,['Eastern Asia'],Medium,Low,High,"The Japanese painted fern is an amazing plant species with its delicate foliage and unique color pattern. Its tissue-thin leaflets are beautifully adorned with vivid silver and burgundy hues over a bed of deep green. The 'Wildwood Twist' variety is a standout among painted ferns, with loops and curls that add texture and dimension to any space. Plus, the Japanese painted fern is easy to care for and doesn't require a lot of water or attention. Its feather-like foliage is a unique addition to any home and is sure to impress. [] ['Deep shade', ' Filtered shade', ' Part sun/part shade'] ['Humus rich', ' Well-drained'] True True True Average Perennial ['Eastern Asia'] Medium Low High"
"[""Athyrium 'Ocean's Fury'""]",hybrid painted fern,"The Hybrid Painted Fern (Athyrium 'Ocean's Fury') is a stunning addition to any garden. It features unique fronds of shimmering, dusty blue foliage with grey-green midribs and pinkish-purple stems. With a maintained height of 10-16"", it's a perfect accent for some height in your landscape. It does best when planted in moist, well-drained soil and in part to full shade for the best foliage colour. This stunning foliage is remarkably long-lasting and turns colour throughout the season. Perfect for shaded and woodland gardens, the Hybrid Painted Fern is an amazing addition that will make your garden come alive.","[{'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['green']}]","['Part shade', 'full shade']",,True,True,False,Average,Perennial,['United States'],Medium,Low,High,"The Hybrid Painted Fern (Athyrium 'Ocean's Fury') is a stunning addition to any garden. It features unique fronds of shimmering, dusty blue foliage with grey-green midribs and pinkish-purple stems. With a maintained height of 10-16"", it's a perfect accent for some height in your landscape. It does best when planted in moist, well-drained soil and in part to full shade for the best foliage colour. This stunning foliage is remarkably long-lasting and turns colour throughout the season. Perfect for shaded and woodland gardens, the Hybrid Painted Fern is an amazing addition that will make your garden come alive. [{'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['green']}] ['Part shade', 'full shade'] [] True True False Average Perennial ['United States'] Medium Low High"
['Athyrium otophorum'],eared lady fern,"The eared lady fern (Athyrium otophorum) is an amazing plant species. It is native to North America and grows in shady wet areas, though it tolerates some sun. Its fronds are widely lanced, giving it a delicate yet intriguing structure. The shape of the leaflets around the edges of each frond gives the fern a unique ""eared"" appearance, which is how it got its name. It is a drought-tolerant fern and it does not mind being tied back to keep it neat. Plus, it's easy to propagate, creating more of this lovely fern for your garden. The eared lady fern is an eye-catching addition to any garden!",,"['Part shade', 'full shade']",,True,True,False,Average,Perennial,['Eastern Asia'],Medium,Low,Low,"The eared lady fern (Athyrium otophorum) is an amazing plant species. It is native to North America and grows in shady wet areas, though it tolerates some sun. Its fronds are widely lanced, giving it a delicate yet intriguing structure. The shape of the leaflets around the edges of each frond gives the fern a unique ""eared"" appearance, which is how it got its name. It is a drought-tolerant fern and it does not mind being tied back to keep it neat. Plus, it's easy to propagate, creating more of this lovely fern for your garden. The eared lady fern is an eye-catching addition to any garden! [] ['Part shade', 'full shade'] [] True True False Average Perennial ['Eastern Asia'] Medium Low Low"
"[""Athyrium 'Silver Slippers'""]",Japanese painted fern,"The Japanese painted fern (Athyrium 'Silver Slippers') is one of the most eye-catching plants you can find. Its unique bright and beautiful silver and green fronds are adorned with darker veining that sets it apart from other fern varieties. The graceful, wispy foliage adds texture and color to any garden, making it a great choice to add an elegant, refined look to any landscape. Additionally, the fern is hardy and relatively low-maintenance, making it perfect for novice gardeners and experienced gardeners alike. Truly a stunning addition to any garden space, the Japanese painted fern is a plant that will not disappoint.",,"['Part shade', 'full shade']",,True,True,False,Average,Perennial,['Japan'],Medium,Low,Low,"The Japanese painted fern (Athyrium 'Silver Slippers') is one of the most eye-catching plants you can find. Its unique bright and beautiful silver and green fronds are adorned with darker veining that sets it apart from other fern varieties. The graceful, wispy foliage adds texture and color to any garden, making it a great choice to add an elegant, refined look to any landscape. Additionally, the fern is hardy and relatively low-maintenance, making it perfect for novice gardeners and experienced gardeners alike. Truly a stunning addition to any garden space, the Japanese painted fern is a plant that will not disappoint. [] ['Part shade', 'full shade'] [] True True False Average Perennial ['Japan'] Medium Low Low"
['Athyrium thelypterioides'],lady fern,"The Lady Fern (Athyrium thelypterioides) is an amazing, elegant plant that is sure to impress all it graces. This fern's bold foliage stands out in any garden. Its large, lacy fronds create a stunning display even when not in bloom, and add a graceful element to hanging baskets and containers. Its finely-textured leaves and nice symmetry remain lush and vibrant all season long. With its intricate beauty, low maintenance, and tolerance of both full sun and shade, the Lady Fern is sure to make an impressive impact in any garden or landscape.","[{'part': 'stem', 'color': ['lime-green']}, {'part': 'fronds', 'color': ['green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stalks', 'color': ['lime-green']}]","['Part shade', 'full shade']",,True,True,False,Average,Perennial,['Southwestern United States'],Moderate,Low,Low,"The Lady Fern (Athyrium thelypterioides) is an amazing, elegant plant that is sure to impress all it graces. This fern's bold foliage stands out in any garden. Its large, lacy fronds create a stunning display even when not in bloom, and add a graceful element to hanging baskets and containers. Its finely-textured leaves and nice symmetry remain lush and vibrant all season long. With its intricate beauty, low maintenance, and tolerance of both full sun and shade, the Lady Fern is sure to make an impressive impact in any garden or landscape. [{'part': 'stem', 'color': ['lime-green']}, {'part': 'fronds', 'color': ['green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stalks', 'color': ['lime-green']}] ['Part shade', 'full shade'] [] True True False Average Perennial ['Southwestern United States'] Moderate Low Low"
['Athyrium vidalii'],lady fern,"The Lady Fern (Athyrium vidalii) is a truly amazing plant to behold. Its soft yet vibrant colors make it stand out in the garden, while its fronds are the perfect addition for creating a delicate and lush landscape. It is incredibly hardy and will thrive in full sun or part shade areas, as well as in damp or dry soils. Its limited growth makes it a great choice for borders and edging, while its drought tolerance makes it one of the most reliable ferns for gardeners. For added adaptability, it can be grown in containers, too. Its ferny charm and beauty ensures it will always have a place in today's gardens.","[{'part': 'fronds', 'color': ['green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['dark-brown']}]","['Part shade', 'full shade']",,True,True,False,Average,Perennial,['Eastern Asia'],Medium,Low,Low,"The Lady Fern (Athyrium vidalii) is a truly amazing plant to behold. Its soft yet vibrant colors make it stand out in the garden, while its fronds are the perfect addition for creating a delicate and lush landscape. It is incredibly hardy and will thrive in full sun or part shade areas, as well as in damp or dry soils. Its limited growth makes it a great choice for borders and edging, while its drought tolerance makes it one of the most reliable ferns for gardeners. For added adaptability, it can be grown in containers, too. Its ferny charm and beauty ensures it will always have a place in today's gardens. [{'part': 'fronds', 'color': ['green']}, {'part': 'leaves', 'color': ['green']}, {'part': 'stem', 'color': ['dark-brown']}] ['Part shade', 'full shade'] [] True True False Average Perennial ['Eastern Asia'] Medium Low Low"
['Atriplex hortensis'],mountain spinach,"Mountain spinach (Atriplex hortensis) is an amazing plant species due to its many beneficial characteristics. This plant is highly drought-tolerant as well as resistant to most diseases, so it's easy to maintain. With its reddish-green foliage, it is also an attractive addition to any garden. Furthermore, the leaves of these plants can be cooked and eaten, providing a healthy source of iron and other important vitamins and minerals. Not only is mountain spinach an attractive addition to a garden, but it is also a great nutritional supplement and source of food.","[{'part': 'leaves', 'color': ['green-pink']}, {'part': 'stem', 'color': ['pink']}, {'part': 'stalks', 'color': ['pink']}]","['full sun', 'part shade']",,True,True,True,Average,Annual,['Asia'],Medium,Moderate,Low,"Mountain spinach (Atriplex hortensis) is an amazing plant species due to its many beneficial characteristics. This plant is highly drought-tolerant as well as resistant to most diseases, so it's easy to maintain. With its reddish-green foliage, it is also an attractive addition to any garden. Furthermore, the leaves of these plants can be cooked and eaten, providing a healthy source of iron and other important vitamins and minerals. Not only is mountain spinach an attractive addition to a garden, but it is also a great nutritional supplement and source of food. [{'part': 'leaves', 'color': ['green-pink']}, {'part': 'stem', 'color': ['pink']}, {'part': 'stalks', 'color': ['pink']}] ['full sun', 'part shade'] [] True True True Average Annual ['Asia'] Medium Moderate Low"
['Atropa belladonna'],deadly nightshade,"Deadly nightshade (Atropa belladonna) is one of the most fascinating plants in the world. It is a perennial herbaceous shrub native to Europe and North Africa, but it can also be found in some parts of the Middle East. Its ripe black berries are highly toxic, yet depending on dosage, some of its compounds have been used as a medicine for centuries. Historically, it was used as a topical analgesic, antispasmodic, and mydriatic for pain relief, as well as for treating insomnia, headaches, and even muscle paralysis. Its beauty should not be overlooked either, as the colorful purple and white flowers adorning its long stems add a captivating touch to the landscape. Deadly nightshade is truly an amazing species.",,"['full sun', 'part shade']",,True,True,True,Average,Herbaceous Perennial,"['Eurasia', 'Meditterranean']",High,Moderate,Low,"Deadly nightshade (Atropa belladonna) is one of the most fascinating plants in the world. It is a perennial herbaceous shrub native to Europe and North Africa, but it can also be found in some parts of the Middle East. Its ripe black berries are highly toxic, yet depending on dosage, some of its compounds have been used as a medicine for centuries. Historically, it was used as a topical analgesic, antispasmodic, and mydriatic for pain relief, as well as for treating insomnia, headaches, and even muscle paralysis. Its beauty should not be overlooked either, as the colorful purple and white flowers adorning its long stems add a captivating touch to the landscape. Deadly nightshade is truly an amazing species. [] ['full sun', 'part shade'] [] True True True Average Herbaceous Perennial ['Eurasia', 'Meditterranean'] High Moderate Low"
['Aucuba japonica'],spotted laurel,"The spotted laurel (Aucuba japonica) is an amazing and eye-catching plant species that is sure to bring a unique look to any home garden. With its glossy, dark green leaves sprinkled with golden yellow spotting, this is one plant that you won't be overlooking! Not only are they an attractive addition to your garden, the spotted laurel is also highly adaptable to a variety of soils and climates. Plus, they are incredibly hardy, tough plants that require little to no maintenance once established. If you're looking for an eye-catching plant with a low-maintenance habit, then you should definitely consider adding the spotted laurel to your garden!",,"['Part shade', 'full shade']","['Acidic', ' Humus rich', ' Well-drained']",True,True,True,Average,Perennial,"['China', 'Taiwan', 'southern Japan']",Medium,Low,Moderate,"The spotted laurel (Aucuba japonica) is an amazing and eye-catching plant species that is sure to bring a unique look to any home garden. With its glossy, dark green leaves sprinkled with golden yellow spotting, this is one plant that you won't be overlooking! Not only are they an attractive addition to your garden, the spotted laurel is also highly adaptable to a variety of soils and climates. Plus, they are incredibly hardy, tough plants that require little to no maintenance once established. If you're looking for an eye-catching plant with a low-maintenance habit, then you should definitely consider adding the spotted laurel to your garden! [] ['Part shade', 'full shade'] ['Acidic', ' Humus rich', ' Well-drained'] True True True Average Perennial ['China', 'Taiwan', 'southern Japan'] Medium Low Moderate"
"[""Aucuba japonica 'Mr. Goldstrike'""]",spotted laurel,"Spotted laurel (Aucuba japonica 'Mr. Goldstrike') is an amazing plant species because of its striking appearance. Its glossy, evergreen leaves consist of yellow spots on a dark green background, making for a beautiful landscape feature all year round. It is also extremely hardy and can thrive in shady spots that other plants struggle to survive in. As if that wasn’t enough, this species is able to tolerate a wide range of soil types and is generally low-maintenance once established. All these qualities combined make spotted laurel an ideal choice for the garden.",,"['full shade', 'part shade']",,True,True,False,Frequent,Perennial,['Japan'],Moderate,Low,Low,"Spotted laurel (Aucuba japonica 'Mr. Goldstrike') is an amazing plant species because of its striking appearance. Its glossy, evergreen leaves consist of yellow spots on a dark green background, making for a beautiful landscape feature all year round. It is also extremely hardy and can thrive in shady spots that other plants struggle to survive in. As if that wasn’t enough, this species is able to tolerate a wide range of soil types and is generally low-maintenance once established. All these qualities combined make spotted laurel an ideal choice for the garden. [] ['full shade', 'part shade'] [] True True False Frequent Perennial ['Japan'] Moderate Low Low"
